"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","FATALITIES"
"138","1997-11-29",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"Agence France Presse",0
"139","1997-12-06",1997,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Agence France Presse",0
"140","1997-12-14",1997,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring Service: Africa",0
"141","1997-12-14",1997,"Battle-No change of territory","SDP: Social Democratic Party","Police Forces of Kenya (1978-2002)","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"BBC Monitoring Service: Africa",0
"142","1997-12-19",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangosa",-0.93,34.85,"Reuters News",2
"143","1997-12-19",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangosa",-0.93,34.85,"Reuters News",0
"144","1997-12-19",1997,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"The Guardian (UK)",0
"145","1997-12-19",1997,"Violence against civilians","Maasai Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Narok","Kilgoris","Kilgoris Central","Nyangosa",-0.93,34.85,"Reuters News",0
"146","1997-12-20",1997,"Battle-No change of territory","Unidentified Armed Group (Kenya)","NDP: National Development Party","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News",2
"147","1997-12-21",1997,"Battle-No change of territory","KANU: Kenya African National Union","Safina Political Party","Kenya","Garissa","Garissa Township","Iftin","Garissa",-0.453568,39.646096,"BBC Monitoring Service: Africa",0
"148","1997-12-26",1997,"Battle-No change of territory","KANU: Kenya African National Union","Police Forces of Kenya (1978-2002)","Kenya","Homa Bay","Ndhiwa","Kanyamwa Kologi","Nyawita",-0.68333,34.41667,"Reuters News",0
"149","1997-12-26",1997,"Battle-No change of territory","NDP: National Development Party","Police Forces of Kenya (1978-2002)","Kenya","Homa Bay","Ndhiwa","Kanyamwa Kologi","Nyawita",-0.68333,34.41667,"Reuters News",0
"150","1997-12-26",1997,"Battle-No change of territory","NDP: National Development Party","KANU: Kenya African National Union","Kenya","Homa Bay","Ndhiwa","Kanyamwa Kologi","Nyawita",-0.68333,34.41667,"BBC Monitoring Service: Africa",0
"151","1997-12-27",1997,"Battle-No change of territory","KANU: Kenya African National Union","NDP: National Development Party","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Hamilton Spectator",0
"152","1997-12-28",1997,"Battle-No change of territory","Maasai Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Reuters News",3
"153","1997-12-28",1997,"Violence against civilians","KANU: Kenya African National Union","Civilians (Kenya)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Financial Times",4
"154","1997-12-29",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"Emerging Markets Report",3
"155","1997-12-29",1997,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Siaya","Alego Usonga","Siaya Township","Siaya",0.06,34.2861,"BBC Monitoring Service: Africa",1
"156","1997-12-31",1997,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Westlands","Parklands/Highridge","Westlands",-1.268175,36.809089,"BBC Monitoring",0
"157","1998-01-01",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"St. Louis Post Dispatch",0
"158","1998-01-11",1998,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"Reuters",0
"159","1998-01-11",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"Reuters",0
"160","1998-01-11",1998,"Violence against civilians","Kalenjin Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"Reuters",0
"161","1998-01-11",1998,"Violence against civilians","Pokot Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Ol Moran",0.41667,36.75,"Reuters",0
"162","1998-01-12",1998,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"Reuters",0
"163","1998-01-12",1998,"Violence against civilians","Kalenjin Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"Reuters",0
"164","1998-01-14",1998,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"Reuters",0
"165","1998-01-14",1998,"Violence against civilians","Kisii Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Kisii","Nyaribari Chache","Kisii Central","Kisii",-0.68333,34.766667,"Reuters",0
"166","1998-01-17",1998,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"BBC Monitoring",0
"167","1998-01-17",1998,"Violence against civilians","Kikuyu Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Laikipia","Laikipia West","Salama","Laikipia",0.41667,36.75,"BBC Monitoring",0
"168","1998-01-19",1998,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Migori","Awendo","North Sakwa","Nyamayah Village",-0.8,34.56667,"Reuters",0
"169","1998-01-19",1998,"Violence against civilians","Luo Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Migori","Awendo","North Sakwa","Nyamayah Village",-0.8,34.56667,"Reuters",0
"170","1998-01-20",1998,"Battle-No change of territory","Luo Ethnic Militia (Kenya)","Kisii Ethnic Militia (Kenya)","Kenya","Migori","Awendo","North Sakwa","Nyamayah Village",-0.8,34.56667,"Reuters",0
"171","1998-01-20",1998,"Violence against civilians","Kisii Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Migori","Awendo","North Sakwa","Nyamayah Village",-0.8,34.56667,"Reuters",0
"172","1998-01-22",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nyeri","Mathira","Ruguru","Kiamariga",-0.38333,37.08333,"Reuters",2
"173","1998-01-25",1998,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Nakuru","Njoro","Njoro","Njoro",-0.331626,35.944938,"BBC Monitoring",0
"174","1998-01-25",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Njoro","Njoro","Njoro",-0.331626,35.944938,"BBC Monitoring",0
"175","1998-01-27",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Kenya)","Kenya","Baringo","Baringo South","Marigat","Laikia",0.28333,35.86667,"BBC Monitoring",0
"176","1998-01-27",1998,"Battle-No change of territory","Kalenjin Ethnic Militia (Kenya)","Kikuyu Ethnic Militia (Kenya)","Kenya","Nakuru","Njoro","Njoro","Njoro",-0.331626,35.944938,"BBC Monitoring",0
"177","1998-01-27",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Njoro","Njoro","Njoro",-0.331626,35.944938,"BBC Monitoring",3
"178","1998-01-31",1998,"Strategic development","Unidentified Armed Group (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","London","Barut",-0.2833,36.0667,"BBC Monitoring",0
"179","1998-01-31",1998,"Strategic development","Unidentified Armed Group (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","London","Mugane",-0.2833,36.0667,"BBC Monitoring",0
"180","1998-01-31",1998,"Strategic development","Unidentified Armed Group (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","London","Mwariki",-0.2833,36.0667,"BBC Monitoring",0
"181","1998-01-31",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Nakuru Town East","London","Mwariki",-0.2833,36.0667,"BBC Monitoring",2
"182","1998-02-03",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"South China Morning Post",0
"183","1998-02-03",1998,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"South China Morning Post",0
"184","1998-02-05",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press",0
"185","1998-02-06",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Associated Press",0
"186","1998-02-18",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Somalia)","Kenya","Garissa","Daadab","Liboi","Liboi",0.35336,40.87232,"Reuters",0
"187","1998-02-18",1998,"Violence against civilians","Unidentified Armed Group (Ethiopia)","Civilians (Kenya)","Kenya","Marsabit","Moyale","Heillu/Manyatta","Diridima Village",3.5164,39.0692,"BBC Monitoring",0
"188","1998-03-04",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring",0
"189","1998-03-04",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring",0
"190","1998-03-05",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters",0
"191","1998-03-05",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Kenya)","Kenya","Kwale","Kinango","Mwavumbo","Mariakani",-3.8667,39.4667,"Reuters",0
"192","1998-03-05",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters",0
"193","1998-03-08",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (International)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters",1
"194","1998-03-13",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (International)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters",1
"195","1998-03-23",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring",0
"197","1998-03-23",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"BBC Monitoring",0
"198","1998-04-10",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Guardian",1
"199","1998-04-10",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Guardian",0
"200","1998-04-10",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Guardian",0
"201","1998-04-10",1998,"Violence against civilians","Private Security Forces (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Guardian",0
"202","1998-04-14",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Associated Press",0
"203","1998-04-14",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"Associated Press",0
"204","1998-04-15",1998,"Remote violence","Unidentified Armed Group (Uganda)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Xinhua",0
"205","1998-04-18",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Marakwet Ethnic Militia (Kenya)","Kenya","West Pokot","Pokot South","Lelan","Kapsangar",1.26667,35.31667,"Xinhua",0
"206","1998-04-18",1998,"Violence against civilians","Marakwet Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","West Pokot","Pokot South","Lelan","Kapsangar",1.26667,35.31667,"Xinhua",0
"207","1998-04-19",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Kenya)","Kenya","Laikipia","Laikipia North","Mugogodo East","Ngare Ndare",0.23333,37.35,"BBC Monitoring",4
"208","1998-04-22",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Kenya)","Kenya","Nairobi","Embakasi North","Dandora Area Ii","Dandora",-1.250046,36.900102,"All Africa",0
"209","1998-04-23",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters",0
"210","1998-04-23",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"Reuters",0
"211","1998-04-26",1998,"Battle-No change of territory","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Nakuru","Njoro","Mau Narok","Mau Narok",-0.6,36,"All Africa",0
"212","1998-04-26",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Njoro","Mau Narok","Mau Narok",-0.6,36,"All Africa",0
"213","1998-04-27",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Njoro","Mau Narok","Ndeffo",-0.6,36,"All Africa",0
"214","1998-04-28",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Njoro","Mau Narok","Mau Narok",-0.6,36,"All Africa",0
"216","1998-04-30",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nairobi","Westlands","Parklands/Highridge","Westlands",-1.268175,36.809089,"Reuters",0
"217","1998-04-30",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Rioters (Kenya)","Kenya","Nairobi","Westlands","Parklands/Highridge","Westlands",-1.268175,36.809089,"Reuters",0
"218","1998-05-01",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Kenya)","Kenya","Kilifi","Kaloleni","Kaloleni","Kaloleni",-3.816661,39.626881,"BBC Monitoring",0
"219","1998-05-01",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Rabai","Rabai/Kisurutini","Mazeras",-3.96667,39.55,"BBC Monitoring",0
"220","1998-05-09",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Reuters",0
"221","1998-05-09",1998,"Riots/Protests","Police Forces of Kenya (1978-2002)","Protesters (Kenya)","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Associated Press",0
"222","1998-05-16",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Rwanda)","Kenya","Nairobi","Westlands","Parklands/Highridge","Parklands",-1.260802,36.817789,"All Africa",1
"223","1998-05-23",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Reuters",0
"224","1998-05-23",1998,"Riots/Protests","Unidentified Armed Group (Kenya)","Rioters (Kenya)","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Reuters",1
"225","1998-05-23",1998,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Trans Nzoia","Saboti","Matisi","Kitale",1.0167,35,"Reuters",0
"226","1998-05-24",1998,"Battle-No change of territory","Police Forces of Kenya (1978-2002)","Unidentified Armed Group (Kenya)","Kenya","Mombasa","Changamwe","Changamwe","Changamwe",-4.0166,39.6333,"BBC Monitoring",0
"227","1998-06-01",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"The Nation",0
"228","1998-06-24",1998,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"The Nation",0
"229","1998-06-25",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Nation",0
"230","1998-07-01",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Baringo","Eldama Ravine","Mumberes/Maji Mazuri","Eldama Ravine",0.05,35.716667,"All Africa",0
"231","1998-07-01",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Mathira","Konyu","Karatina",-0.4817,37.1251,"The Nation",0
"232","1998-07-02",1998,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"The Nation",0
"233","1998-07-02",1998,"Battle-No change of territory","Pokot Ethnic Militia (Kenya)","Karamajong Ethnic Militia (Uganda)","Kenya","West Pokot","Kacheliba","Kiwawa","Lopitit",2.23333,35.01667,"The Nation",84
"234","1998-07-15",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Nyeri","Nyeri Town","Rware","Nyeri",-0.41667,36.95,"All Africa",0
"235","1998-07-15",1998,"Riots/Protests","Rioters (Kenya)","Unitentified","Kenya","Vihiga","Vihiga","Lugaga-Wamuluma","Vihiga",0.080196,34.723711,"All Africa",0
